HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.ref_exp_1,Input.image_url_1,Input.line_no_1,Answer.better,Answer.id_1,Answer.line_no_1,Answer.understand,Approve,Reject
3A9LA2FRWSES13OW1S14QP0JQYFHX7,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:48 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:48 PDT 2015,,,3I0BTBYZAXL8CS54YILNRV4UN6RY0Z,A13VIJ7G997ZCY,Approved,Mon Oct 19 17:12:40 PDT 2015,Mon Oct 19 17:12:52 PDT 2015,Tue Oct 20 01:12:52 PDT 2015,2015-10-20 08:13:17 UTC,,,12,100% (155/155),100% (135/135),100% (135/135),pick the orange box between the green chilli and the key chain.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_G_Turk.jpg,677,yes,object_5,677,yes,X,
3A9LA2FRWSES13OW1S14QP0JQYFHX7,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:48 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:48 PDT 2015,,,3IKZ72A5B4G5XXGGUYVXDMTRPOCNF2,A2541C8MY0BYV3,Approved,Mon Oct 19 17:12:38 PDT 2015,Mon Oct 19 17:12:49 PDT 2015,Tue Oct 20 01:12:49 PDT 2015,2015-10-20 08:13:17 UTC,,,11,100% (102/102),100% (102/102),100% (102/102),pick the orange box between the green chilli and the key chain.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_G_Turk.jpg,677,yes,object_5,677,no,X,
3ABAOCJ4R84UKKOV6BMPOMCMAHRMQO,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:45 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:45 PDT 2015,,,3JMSRU9HQIUQZOPT1EXI5L24ZQ1EVU,A2SVNXNMD7E7EH,Approved,Mon Oct 19 17:27:11 PDT 2015,Mon Oct 19 17:37:34 PDT 2015,Tue Oct 20 01:37:34 PDT 2015,2015-10-20 08:38:19 UTC,,,623,100% (79/79),100% (79/79),100% (79/79),The cube between the pepper and the cup.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_4_Turk.jpg,199,no,object_7,199,yes,X,
3ABAOCJ4R84UKKOV6BMPOMCMAHRMQO,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:45 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:45 PDT 2015,,,3LS2AMNW5FQK67619T644AXAM0RQOF,A177EXELDLWTWV,Approved,Mon Oct 19 17:11:51 PDT 2015,Mon Oct 19 17:12:00 PDT 2015,Tue Oct 20 01:12:00 PDT 2015,2015-10-20 08:13:16 UTC,,,9,100% (48/48),100% (48/48),100% (48/48),The cube between the pepper and the cup.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_4_Turk.jpg,199,no,object_7,199,yes,X,
3ABAOCJ4R84UKKOV6BMPOMCMAHRMQO,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:45 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:45 PDT 2015,,,3TMSXRD2X604UCVMF07ZK32OHQ11WA,A13VIJ7G997ZCY,Approved,Mon Oct 19 17:33:58 PDT 2015,Mon Oct 19 17:34:05 PDT 2015,Tue Oct 20 01:34:05 PDT 2015,2015-10-20 08:38:11 UTC,,,7,100% (155/155),100% (135/135),100% (135/135),The cube between the pepper and the cup.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_4_Turk.jpg,199,no,object_7,199,yes,X,
3AC6MFV69KIH6YOB2APPNAGUYYDHZ4,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:48 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:48 PDT 2015,,,3ATTHHXXWAOUJIWAXCORELXH7UNXIW,A2ZRJMJTE6ID97,Approved,Mon Oct 19 18:38:44 PDT 2015,Mon Oct 19 18:44:17 PDT 2015,Tue Oct 20 02:44:17 PDT 2015,2015-10-20 09:48:11 UTC,,,333,100% (24/24),100% (24/24),100% (24/24),hand me the orange cube between the lime and jalapeno.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_8_Turk.jpg,344,yes,object_2,344,no,X,
3AC6MFV69KIH6YOB2APPNAGUYYDHZ4,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:48 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:48 PDT 2015,,,3WOKGM4L71GWIE12SVCPP46S9WV0OT,A3RL02A3JRAUS4,Approved,Mon Oct 19 17:28:59 PDT 2015,Mon Oct 19 17:29:13 PDT 2015,Tue Oct 20 01:29:13 PDT 2015,2015-10-20 08:33:11 UTC,,,14,100% (56/56),100% (56/56),100% (56/56),hand me the orange cube between the lime and jalapeno.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_8_Turk.jpg,344,yes,object_1,344,yes,X,
3AC6MFV69KIH6YOB2APPNAGUYYDHZ4,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:48 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:48 PDT 2015,,,3ZAZR5XV01ISBAAP6KGQ03FX2PUCZZ,A2SVNXNMD7E7EH,Approved,Mon Oct 19 17:17:16 PDT 2015,Mon Oct 19 17:24:31 PDT 2015,Tue Oct 20 01:24:31 PDT 2015,2015-10-20 08:28:12 UTC,,,435,100% (79/79),100% (79/79),100% (79/79),hand me the orange cube between the lime and jalapeno.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_8_Turk.jpg,344,no,object_1,344,yes,X,
3AC6MFV69KIH6YOB2APPNAGUYYDZHM,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:50 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:50 PDT 2015,,,3DUZQ9U6SMOR97UB29HNU26J0HAVSC,A3RL02A3JRAUS4,Approved,Mon Oct 19 17:31:53 PDT 2015,Mon Oct 19 17:32:02 PDT 2015,Tue Oct 20 01:32:02 PDT 2015,2015-10-20 08:33:19 UTC,,,9,100% (56/56),100% (56/56),100% (56/56),Hand me the orange cube closest to the syringe.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_I_Turk.jpg,743,no,object_3,743,yes,X,
3AC6MFV69KIH6YOB2APPNAGUYYDZHM,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:50 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:50 PDT 2015,,,3LEIZ60CDJZQDC3MU06ZYDEPW4RZ95,A13VIJ7G997ZCY,Approved,Mon Oct 19 17:23:45 PDT 2015,Mon Oct 19 17:23:54 PDT 2015,Tue Oct 20 01:23:54 PDT 2015,2015-10-20 08:28:10 UTC,,,9,100% (155/155),100% (135/135),100% (135/135),Hand me the orange cube closest to the syringe.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_I_Turk.jpg,743,no,object_3,743,yes,X,
3AC6MFV69KIH6YOB2APPNAGUYYDZHM,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:50 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:50 PDT 2015,,,3TMFV4NEP8EM5CF7ELGEZDPWVW6W8O,A2SVNXNMD7E7EH,Approved,Mon Oct 19 17:31:57 PDT 2015,Mon Oct 19 17:32:09 PDT 2015,Tue Oct 20 01:32:09 PDT 2015,2015-10-20 08:33:19 UTC,,,12,100% (79/79),100% (79/79),100% (79/79),Hand me the orange cube closest to the syringe.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_I_Turk.jpg,743,no,object_3,743,yes,X,
3AJA9FLWSCYBXC8V7GD3KU1RM6ZFI8,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:44 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:44 PDT 2015,,,3MD9PLUKKIEB2E7GVAP4GE991TANZU,A333STM8M95GJX,Approved,Mon Oct 19 17:36:21 PDT 2015,Mon Oct 19 17:36:30 PDT 2015,Tue Oct 20 01:36:30 PDT 2015,2015-10-20 08:38:17 UTC,,,9,100% (39/39),100% (39/39),100% (39/39),Hand me the orange cube closest to me.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_E_Turk.jpg,595,no,object_4,595,yes,X,
3AJA9FLWSCYBXC8V7GD3KU1RM6ZFI8,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:44 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:44 PDT 2015,,,3OUYGIZWR7YE3ED37VP4E4BIJ1PP0X,A2SVNXNMD7E7EH,Approved,Mon Oct 19 17:17:02 PDT 2015,Mon Oct 19 17:20:07 PDT 2015,Tue Oct 20 01:20:07 PDT 2015,2015-10-20 08:23:13 UTC,,,185,100% (79/79),100% (79/79),100% (79/79),Hand me the orange cube closest to me.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_E_Turk.jpg,595,yes,object_4,595,yes,X,
3AJA9FLWSCYBXC8V7GD3KU1RM6ZFI8,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:44 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:44 PDT 2015,,,3Z9WI9EOZZOO3NMJSBRHOFO0B8NHKS,AJD3JOWNVDZD1,Approved,Mon Oct 19 17:36:38 PDT 2015,Mon Oct 19 17:36:49 PDT 2015,Tue Oct 20 01:36:49 PDT 2015,2015-10-20 08:38:18 UTC,,,11,100% (13/13),100% (13/13),100% (13/13),Hand me the orange cube closest to me.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_E_Turk.jpg,595,no,object_4,595,yes,X,
3AJA9FLWSCYBXC8V7GD3KU1RM6ZIFB,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:50 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:50 PDT 2015,,,3A1PQ49WVHHMXM0XK1LZJ0S122NH1P,A2WKZI3JQCE3Z6,Approved,Mon Oct 19 17:34:20 PDT 2015,Mon Oct 19 17:34:29 PDT 2015,Tue Oct 20 01:34:29 PDT 2015,2015-10-20 08:38:12 UTC,,,9,100% (90/90),100% (90/90),100% (90/90),Hand me the orange cube closest to me on the right.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_8_Turk.jpg,372,yes,object_2,372,yes,X,
3AJA9FLWSCYBXC8V7GD3KU1RM6ZIFB,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:50 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:50 PDT 2015,,,3DEL4X4EL6LG9IBF1UAU09R5XDEXYV,A2ZRJMJTE6ID97,Approved,Mon Oct 19 17:31:20 PDT 2015,Mon Oct 19 17:31:40 PDT 2015,Tue Oct 20 01:31:40 PDT 2015,2015-10-20 08:33:17 UTC,,,20,100% (24/24),100% (24/24),100% (24/24),Hand me the orange cube closest to me on the right.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_8_Turk.jpg,372,no,object_2,372,yes,X,
3AJA9FLWSCYBXC8V7GD3KU1RM6ZIFB,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:50 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:50 PDT 2015,,,3QHK8ZVMIMIPWG1FDJTMH4YH5VMLBI,A3RL02A3JRAUS4,Approved,Mon Oct 19 17:21:22 PDT 2015,Mon Oct 19 17:22:22 PDT 2015,Tue Oct 20 01:22:22 PDT 2015,2015-10-20 08:23:18 UTC,,,60,100% (56/56),100% (56/56),100% (56/56),Hand me the orange cube closest to me on the right.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_8_Turk.jpg,372,yes,object_5,372,no,X,
3AQN9REUTFG0PS94KS4GIISU0CFYDK,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:49 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:49 PDT 2015,,,3E1QT0TDFP944HV2P4CZYMGOGL58IQ,A36LOA6VLJU157,Approved,Mon Oct 19 17:05:20 PDT 2015,Mon Oct 19 17:05:47 PDT 2015,Tue Oct 20 01:05:47 PDT 2015,2015-10-20 08:08:12 UTC,,,27,100% (40/40),100% (40/40),100% (40/40),Hand me the orange cube that is closest to my left.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_8_Turk.jpg,350,yes,object_2,350,yes,X,
3AQN9REUTFG0PS94KS4GIISU0CFYDK,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:49 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:49 PDT 2015,,,3GDTJDAPVUBQ00LTAJARQFN5XUQM8L,A9FCR1QRZAM3U,Approved,Mon Oct 19 17:16:49 PDT 2015,Mon Oct 19 17:17:00 PDT 2015,Tue Oct 20 01:17:00 PDT 2015,2015-10-20 08:18:15 UTC,,,11,100% (143/143),100% (143/143),100% (143/143),Hand me the orange cube that is closest to my left.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_8_Turk.jpg,350,no,object_2,350,yes,X,
3AQN9REUTFG0PS94KS4GIISU0CFYDK,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:49 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:49 PDT 2015,,,3RWE2M8QWHAE0T1QRGCCAF6NJMON0Z,AIUKV0KVALMY6,Approved,Mon Oct 19 17:19:53 PDT 2015,Mon Oct 19 17:20:03 PDT 2015,Tue Oct 20 01:20:03 PDT 2015,2015-10-20 08:23:13 UTC,,,10,100% (102/102),100% (101/101),100% (101/101),Hand me the orange cube that is closest to my left.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_8_Turk.jpg,350,yes,object_2,350,no,X,
3AXFSPQOYQY7SNS1PYY3WVGRZLOFJK,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:45 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:45 PDT 2015,,,3KKG4CDWKIYAAFFX97G94H1GV9P944,A3GR74EBCPGKKA,Approved,Mon Oct 19 17:34:30 PDT 2015,Mon Oct 19 17:36:50 PDT 2015,Tue Oct 20 01:36:50 PDT 2015,2015-10-20 08:38:18 UTC,,,140,100% (86/86),100% (86/86),100% (86/86),I want the orange cube in between the red cube and the garlic press.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_6_Turk.jpg,254,yes,object_2,254,yes,X,
3AXFSPQOYQY7SNS1PYY3WVGRZLOFJK,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:45 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:45 PDT 2015,,,3S4AW7T80BI5BHG6Y4JZ9QSBV35L4C,A2SMDHLM9CQJWM,Approved,Mon Oct 19 17:19:53 PDT 2015,Mon Oct 19 17:20:26 PDT 2015,Tue Oct 20 01:20:26 PDT 2015,2015-10-20 08:23:14 UTC,,,33,100% (35/35),100% (35/35),100% (35/35),I want the orange cube in between the red cube and the garlic press.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_6_Turk.jpg,254,yes,object_2,254,no,X,
3AXFSPQOYQY7SNS1PYY3WVGRZLOFJK,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:45 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:45 PDT 2015,,,3ZY8KE4ISJ3FWRFYA5SIZ2RIITNQVG,A3CYS14RCWT0OO,Approved,Mon Oct 19 17:04:29 PDT 2015,Mon Oct 19 17:04:46 PDT 2015,Tue Oct 20 01:04:46 PDT 2015,2015-10-20 08:08:10 UTC,,,17,100% (8/8),100% (4/4),100% (4/4),I want the orange cube in between the red cube and the garlic press.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_6_Turk.jpg,254,yes,object_2,254,yes,X,
3B0MCRZMBRUF5BKTYEZS5LG7AQGPPW,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:49 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:49 PDT 2015,,,36PW28KO4ZW670MVQJ6M9YOREG1AEQ,A13VIJ7G997ZCY,Approved,Mon Oct 19 17:27:46 PDT 2015,Mon Oct 19 17:27:54 PDT 2015,Tue Oct 20 01:27:54 PDT 2015,2015-10-20 08:28:22 UTC,,,8,100% (155/155),100% (135/135),100% (135/135),Pick up the orange cube all the way in the back on your right.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_8_Turk.jpg,351,yes,object_2,351,yes,X,
3B0MCRZMBRUF5BKTYEZS5LG7AQGPPW,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:49 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:49 PDT 2015,,,3TE3O8573086B1WWZAX72N4CHHZ2RO,A2WKZI3JQCE3Z6,Approved,Mon Oct 19 17:27:19 PDT 2015,Mon Oct 19 17:27:28 PDT 2015,Tue Oct 20 01:27:28 PDT 2015,2015-10-20 08:28:20 UTC,,,9,100% (90/90),100% (90/90),100% (90/90),Pick up the orange cube all the way in the back on your right.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_8_Turk.jpg,351,yes,object_2,351,yes,X,
3B0MCRZMBRUF5BKTYEZS5LG7AQGPPW,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:49 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:49 PDT 2015,,,3X1FV8S5JXROJ2LK79N65ONGC6GVGS,A333STM8M95GJX,Approved,Mon Oct 19 17:30:17 PDT 2015,Mon Oct 19 17:30:31 PDT 2015,Tue Oct 20 01:30:31 PDT 2015,2015-10-20 08:33:14 UTC,,,14,100% (39/39),100% (39/39),100% (39/39),Pick up the orange cube all the way in the back on your right.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_8_Turk.jpg,351,yes,object_2,351,yes,X,
3B6F54KMR2C91BHJ5TSWZU3KUUI1SL,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:39 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:39 PDT 2015,,,34QN5IT0TZRTXMEMLENTSIGSURP80W,A2541C8MY0BYV3,Approved,Mon Oct 19 17:12:00 PDT 2015,Mon Oct 19 17:12:07 PDT 2015,Tue Oct 20 01:12:07 PDT 2015,2015-10-20 08:13:16 UTC,,,7,100% (102/102),100% (102/102),100% (102/102),I want the orange cube that is to the left of the garlic press.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_A_Turk.jpg,452,no,object_5,452,yes,X,
3B6F54KMR2C91BHJ5TSWZU3KUUI1SL,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:39 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:39 PDT 2015,,,3IAS3U3I0FGJVUF73DBH28Z8ZVTB2H,A18I566TMVVSFQ,Approved,Mon Oct 19 17:05:36 PDT 2015,Mon Oct 19 17:08:05 PDT 2015,Tue Oct 20 01:08:05 PDT 2015,2015-10-20 08:08:15 UTC,,,149,100% (13/13),100% (13/13),100% (13/13),I want the orange cube that is to the left of the garlic press.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_A_Turk.jpg,452,yes,object_5,452,no,X,
3B6F54KMR2C91BHJ5TSWZU3KUUI1SL,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:39 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:39 PDT 2015,,,3SKEMFQBZ35VACLQP7XBB2V18PV8K2,A9FCR1QRZAM3U,Approved,Mon Oct 19 17:15:19 PDT 2015,Mon Oct 19 17:15:29 PDT 2015,Tue Oct 20 01:15:29 PDT 2015,2015-10-20 08:18:13 UTC,,,10,100% (143/143),100% (143/143),100% (143/143),I want the orange cube that is to the left of the garlic press.,https://s3.amazonaws.com/gmmdev/Round+9/Scene_A_Turk.jpg,452,no,object_5,452,yes,X,
3B9J25CZ25DTOERHLQHGGQMBYR9CSM,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:42 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:42 PDT 2015,,,3F1567XTNW5HZK2V74NM7K2LR159QK,A3RR85PK3AV9TU,Approved,Mon Oct 19 17:07:03 PDT 2015,Mon Oct 19 17:07:09 PDT 2015,Tue Oct 20 01:07:09 PDT 2015,2015-10-20 08:08:13 UTC,,,6,100% (4/4),100% (3/3),100% (3/3),please get me the orange cube  closest to me,https://s3.amazonaws.com/gmmdev/Round+9/Scene_C_Turk.jpg,526,no,object_5,526,yes,X,
3B9J25CZ25DTOERHLQHGGQMBYR9CSM,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:42 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:42 PDT 2015,,,3F6HPJW4JD0BJXDIY47DPMCT9WC2WP,A13VIJ7G997ZCY,Approved,Mon Oct 19 17:12:20 PDT 2015,Mon Oct 19 17:12:28 PDT 2015,Tue Oct 20 01:12:28 PDT 2015,2015-10-20 08:13:16 UTC,,,8,100% (155/155),100% (135/135),100% (135/135),please get me the orange cube  closest to me,https://s3.amazonaws.com/gmmdev/Round+9/Scene_C_Turk.jpg,526,no,object_5,526,yes,X,
3B9J25CZ25DTOERHLQHGGQMBYR9CSM,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:42 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:42 PDT 2015,,,3VHP9MDGRNKM6TJP58MJXBZFQKZFCD,A18I566TMVVSFQ,Approved,Mon Oct 19 17:08:21 PDT 2015,Mon Oct 19 17:08:30 PDT 2015,Tue Oct 20 01:08:30 PDT 2015,2015-10-20 08:13:10 UTC,,,9,100% (13/13),100% (13/13),100% (13/13),please get me the orange cube  closest to me,https://s3.amazonaws.com/gmmdev/Round+9/Scene_C_Turk.jpg,526,no,object_5,526,yes,X,
3BA7SXOG1JQFBW1RPP16OULWMY4R86,3XIJBB7LZ4PYPNUA62IN3K4LBME8QF,Select an object based on a description.,Read a one-line instruction and select the object identified by it. No typing necessary.,"instruction, NLP, language, robot, command",$0.03 ,Mon Oct 19 17:02:45 PDT 2015,3,BatchId:2129303;,1200,28800,Fri Oct 23 17:02:45 PDT 2015,,,34BBWHLWHABFUIRKN7S5C2JAYSAWIV,A2SVNXNMD7E7EH,Approved,Mon Oct 19 17:23:46 PDT 2015,Mon Oct 19 17:30:43 PDT 2015,Tue Oct 20 01:30:43 PDT 2015,2015-10-20 08:33:15 UTC,,,417,100% (79/79),100% (79/79),100% (79/79),please get me the orange cube  by the bigger black cube,https://s3.amazonaws.com/gmmdev/Round+9/Scene_6_Turk.jpg,249,no,object_1,249,yes,X,
