VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP	PRP	SNP	SNP	SNP	SNP	SNP	.										
																								
i	want	the	orange	cube	between	the	pot	and	the	chili	.													
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	.													
																								
the	cube	between	the	pepper	and	the	cup	.																
SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	.																
																								
please	get	me	the	orange	cube	to	the	left	of	the	pepper													
IGN	VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP													
																								
bring	the	orange	cube	between	the	pot	and	the	jalapeno	.														
VB	SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	.														
																								
please	get	me	the	orange	cube	to	the	right	of	the	cup													
IGN	VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP													
																								
hand	me	the	orange	cube	closest	to	you	.																
VB	VB	SNP	SNP	SNP	PRP	PRP	SNP	.																
																								
i	want	the	cube	in	front	of	you	between	the	red	cup	and	the	tool	with	the	rubber	handle	.					
VB	VB	SNP	SNP	PRP	PRP	PRP	SNP	PRP	SNP	SNP	SNP	PRP	SNP	SNP	SNP	SNP	SNP	SNP	.					
																								
the	cube	between	the	mug	and	the	mouse	.																
SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	.																
																								
orange	cube	closest	to	you																				
SNP	SNP	PRP	PRP	SNP																				
																								
bring	the	orange	cube	between	the	silver	object	and	the	red	mug	.												
VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP	PRP	SNP	SNP	SNP	.												
																								
it	is	the	orange	cube	on	the	right	side	nearest	to	you													
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL	PRP	PRP	SNP													
																								
the	cube	between	the	cup	and	the	garlic	press	.															
SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	SNP	.															
																								
give	me	the	orange	cube	behind	the	red	cup	.															
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP	.															
																								
bring	the	orange	cube	on	the	far	right																	
VB	SNP	SNP	SNP	REL	REL	REL	REL																	
																								
it	is	the	orange	cube	furthest	to	the	right																
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL																
																								
i	want	the	cube	that	is	the	furthest	to	your	right	that	is	behind	the	red	cup	.							
VB	VB	SNP	SNP	IGN	IGN	REL	REL	REL	REL	REL	IGN	IGN	PRP	SNP	SNP	SNP	.							
																								
i	want	the	orange	cube	that	is	behind	the	red	cup	.													
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	SNP	SNP	SNP	.													
																								
the	cube	behind	the	mug	.																			
SNP	SNP	PRP	SNP	SNP	.																			
																								
please	get	me	the	orange	cube	behind	the	mug																
IGN	VB	VB	SNP	SNP	SNP	PRP	SNP	SNP																
																								
the	orange	block	on	the	far	right	of	the	robot	behind	the	mug	.											
SNP	SNP	SNP	REL	REL	REL	REL	REL	SNP	SNP	PRP	SNP	SNP	.											
																								
please	get	me	the	orange	cube	behind	the	tool																
IGN	VB	VB	SNP	SNP	SNP	PRP	SNP	SNP																
																								
it	is	the	orange	cube	on	the	right	side	nearest	me														
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL	PRP	SNP														
																								
the	second	one	from	the	left	on	the	bottom	.															
SNP	SNP	SNP	REL	REL	REL	REL	REL	REL	.															
																								
the	orange	cube	behind	the	garlic	press																		
SNP	SNP	SNP	PRP	SNP	SNP	SNP																		
																								
the	cube	behind	the	garlic	press	and	to	the	left	from	the	syringe	.											
SNP	SNP	PRP	SNP	SNP	SNP	CONJ	PRP	PRP	PRP	PRP	SNP	SNP	.											
																								
orange	cube	between	me	and	the	scoop																		
SNP	SNP	PRP	SNP	PRP	SNP	SNP																		
																								
it	is	the	orange	cube	in	the	very	middle	just	past	the	tan	cup											
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL	PRP	PRP	PRP	SNP	SNP											
																								
hand	me	the	orange	cube	that	is	the	third	from	your	left	of	orange	cubes	.									
VB	VB	SNP	SNP	SNP	IGN	IGN	REL	REL	REL	REL	REL	REL	SNP	SNP	.									
																								
orange	cube	in	the	middle	between	the	tape	and	ice	cream	scoop													
SNP	SNP	REL	REL	REL	PRP	SNP	SNP	PRP	SNP	SNP	SNP													
																								
please	get	me	the	orange	cube	behind	the	flowerpot																
IGN	VB	VB	SNP	SNP	SNP	PRP	SNP	SNP																
																								
the	cube	between	the	syringe	and	the	little	cup	.															
SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	SNP	.															
																								
i	want	the	cube	that	is	in	the	middle	between	the	tape													
VB	VB	SNP	SNP	IGN	IGN	REL	REL	REL	PRP	SNP	SNP													
																								
orange	block	between	the	tape	and	pot																		
SNP	SNP	PRP	SNP	SNP	PRP	SNP																		
																								
give	me	the	orange	cube	behind	the	tan	flowerpot	.															
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP	.															
																								
orange	cube	nearest	the	green	pepper																			
SNP	SNP	PRP	SNP	SNP	SNP																			
																								
please	get	me	the	orange	cube	between	the	pepper	and	tape														
IGN	VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP														
																								
it	is	the	orange	cube	between	the	pepper	and	the	black	tape													
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	SNP													
																								
the	orange	cube	between	the	pepper	and	tape																	
SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP																	
																								
pick	the	orange	cube	that	is	flanked	by	two	other	orange	cubes													
VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	SNP	SNP	SNP	SNP													
																								
i	want	the	cube	that	is	in	between	the	tape	and	the	pepper	on	the	left	.								
VB	VB	SNP	SNP	IGN	IGN	PRP	PRP	SNP	SNP	PRP	SNP	SNP	REL	REL	REL	.								
																								
orange	cube	between	the	pepper	and	tape																		
SNP	SNP	PRP	SNP	SNP	PRP	SNP																		
																								
please	hand	me	the	orange	cube	to	your	very	left	.														
IGN	VB	VB	SNP	SNP	SNP	REL	REL	REL	REL	.														
																								
take	the	orange	block	between	the	tape	and	purple	block															
VB	SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP															
																								
the	orange	cube	between	the	tape	and	purple	cube																
SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP																
																								
orange	cube	to	your	far	left																			
SNP	SNP	REL	REL	REL	REL																			
																								
please	get	me	the	cube	to	the	left	of	the	black	masking	tape												
IGN	VB	VB	SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP	SNP	SNP												
																								
pick	the	orange	cube	that	is	between	the	purple	cube	and	the	roll	of	black	tape	.								
VB	SNP	SNP	SNP	IGN	IGN	PRP	SNP	SNP	SNP	PRP	SNP	SNP	SNP	SNP	SNP	.								
																								
it	is	the	cube	furthest	to	the	left																	
VB	VB	SNP	SNP	REL	REL	REL	REL																	
																								
i	want	the	cube	to	your	left	and	furthest	away	between	the	tape	and	the	purple	cube	.							
VB	VB	SNP	SNP	REL	REL	REL	CONJ	REL	REL	PRP	SNP	SNP	PRP	SNP	SNP	SNP	.							
																								
orange	cube	on	the	far	right																			
SNP	SNP	REL	REL	REL	REL																			
																								
the	orange	cube	behind	the	tape																			
SNP	SNP	SNP	PRP	SNP	SNP																			
																								
please	get	me	the	orange	cube	by	the	bigger	black	cube														
IGN	VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP	SNP														
																								
bring	me	the	orange	cube	near	the	brown	cup	.															
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP	.															
																								
it	is	the	orange	cube	furthest	to	the	right																
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL																
																								
i	want	the	cube	that	is	between	the	black	box	and	the	tool	with	a	black	handle	.							
VB	VB	SNP	SNP	IGN	IGN	PRP	SNP	SNP	SNP	PRP	SNP	SNP	SNP	SNP	SNP	SNP	.							
																								
pick	the	orange	cube	between	the	black	pencil	sharpener	and	the	other	black	and	metal	object	.								
VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP	SNP	PRP	SNP	SNP	SNP	SNP	SNP	SNP	.								
																								
i	want	the	orange	cube	in	between	the	red	cube	and	the	garlic	press	.										
VB	VB	SNP	SNP	SNP	PRP	PRP	SNP	SNP	SNP	PRP	SNP	SNP	SNP	.										
																								
hand	me	the	orange	cube	that	is	to	the	left	of	the	syringe												
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	PRP	PRP	SNP	SNP												
																								
please	get	me	the	orange	cube	to	the	left	of	the	tool													
IGN	VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP													
																								
hand	me	the	orange	cube	that	is	between	the	syringe	and	the	garlic	press	.										
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	SNP	SNP	PRP	SNP	SNP	SNP	.										
																								
it	is	the	one	closest	to	the	middle																	
VB	VB	SNP	SNP	PRP	PRP	SNP	SNP																	
																								
bring	the	cube	between	the	red	mug	and	the	garlic	press	.													
VB	SNP	SNP	PRP	SNP	SNP	SNP	PRP	SNP	SNP	SNP	.													
																								
hand	the	the	orange	cube	that	is	the	second	orange	cube	from	your	right	.										
VB	SNP	SNP	SNP	SNP	IGN	IGN	REL	REL	SNP	SNP	REL	REL	REL	.										
																								
pick	the	orange	box	parallel	to	the	red	cup	.															
VB	SNP	SNP	SNP	PRP	PRP	SNP	SNP	SNP	.															
																								
the	orange	block	close	to	the	robot	between	the	two	mugs	.													
SNP	SNP	SNP	PRP	PRP	SNP	SNP	PRP	SNP	SNP	SNP	.													
																								
please	get	me	the	orange	cube	between	the	mugs																
IGN	VB	VB	SNP	SNP	SNP	PRP	SNP	SNP																
																								
it	is	in	the	middle	near	the	red	and	tan	cups	close	to	you											
VB	VB	REL	REL	REL	PRP	SNP	SNP	CONJ	SNP	SNP	PRP	PRP	SNP											
																								
i	want	the	orange	cube	that	is	in	front	of	the	red	cube	to	left	of	the	brown	cup	.					
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	PRP	SNP	SNP	SNP	PRP	PRP	PRP	SNP	SNP	SNP	.					
																								
the	orange	cube	in	to	the	left	of	the	brown	cup														
SNP	SNP	SNP	PRP	PRP	PRP	PRP	PRP	SNP	SNP	SNP														
																								
the	orange	cube	is	in	front	of	the	robot																
SNP	SNP	SNP	IGN	PRP	PRP	PRP	SNP	SNP																
																								
orange	cube	in	front	of	the	coffee	mug																	
SNP	SNP	PRP	PRP	PRP	SNP	SNP	SNP																	
																								
orange	cube	closest	to	you																				
SNP	SNP	PRP	PRP	SNP																				
																								
the	cube	behind	the	cup	.																			
SNP	SNP	PRP	SNP	SNP	.																			
																								
it	is	the	orange	cube	on	your	left	side	just	past	the	red	cup											
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL	PRP	PRP	SNP	SNP	SNP											
																								
the	cube	behind	the	red	mug	.																		
SNP	SNP	PRP	SNP	SNP	SNP	.																		
																								
bring	the	orange	cube	between	the	syringe	and	red	mug	.														
VB	SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	.														
																								
hand	me	the	orange	cube	that	is	closest	to	me															
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	SNP															
																								
please	get	me	the	orange	cube	closest	to	me																
IGN	VB	VB	SNP	SNP	SNP	PRP	PRP	SNP																
																								
orange	cube	to	the	left	of	the	syringe																	
SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP																	
																								
the	orange	block	in	the	front	left																		
SNP	SNP	SNP	REL	REL	REL	REL																		
																								
pick	the	orange	box	before	the	green	chili	.																
VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP	.																
																								
i	want	the	orange	cube	that	is	front	of	the	chili	to	the	right	of	the	purple	cube	.						
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP	SNP	.						
																								
give	me	the	orange	cube	in	front	of	the	jalapeno	.														
VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	SNP	SNP	.														
																								
it	is	the	orange	cube	between	you	and	the	pepper															
VB	VB	SNP	SNP	SNP	PRP	SNP	PRP	SNP	SNP															
																								
orange	cube	on	the	left	between	you	and	pepper																
SNP	SNP	REL	REL	REL	PRP	SNP	PRP	SNP																
																								
please	get	me	the	orange	cube	to	the	right	of	the	pepper													
IGN	VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP													
																								
pick	up	the	orange	cube	behind	and	to	the	left	of	the	jalapeno	.											
VB	VB	SNP	SNP	SNP	PRP	CONJ	PRP	PRP	PRP	PRP	SNP	SNP	.											
																								
orange	cube	behind	and	to	the	left	of	the	pepper															
SNP	SNP	PRP	CONJ	PRP	PRP	PRP	PRP	SNP	SNP															
																								
i	want	the	cube	on	the	left	side	between	the	pepper	and	the	purple	cube	.									
VB	VB	SNP	SNP	REL	REL	REL	REL	PRP	SNP	SNP	PRP	SNP	SNP	SNP	.									
																								
orange	cube	to	the	top	left	of	the	green	pepper															
SNP	SNP	PRP	PRP	PRP	PRP	PRP	SNP	SNP	SNP															
																								
the	orange	cube	between	the	jalapeno	and	the	far	purple	cube	.													
SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	SNP	SNP	.													
																								
please	get	me	the	orange	cube	to	the	left	of	the	pepper													
IGN	VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP													
																								
pick	the	orange	cube	on	the	left	side	between	chili	and	purple	cube	.											
VB	SNP	SNP	SNP	REL	REL	REL	REL	PRP	SNP	PRP	SNP	SNP	.											
																								
it	is	the	orange	cube	furthest	to	the	left																
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL																
																								
pick	the	orange	cube	behind	the	tape	.																	
VB	SNP	SNP	SNP	PRP	SNP	SNP	.																	
																								
the	cube	right	behind	the	box	.																		
SNP	SNP	PRP	PRP	SNP	SNP	.																		
																								
please	get	me	the	orange	cube	between	the	lemon	and	plane														
IGN	VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP														
																								
orange	cube	nearest	the	tape																				
SNP	SNP	PRP	SNP	SNP																				
																								
hand	me	the	orange	cube	in	front	of	the	black	tape	.													
VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	SNP	SNP	SNP	.													
																								
i	want	the	orange	cube	in	the	center	of	the	black	tape													
VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP	SNP													
																								
orange	cube	just	past	the	black	tape																		
SNP	SNP	PRP	PRP	SNP	SNP	SNP																		
																								
behind	the	electric	tape	.																				
PRP	SNP	SNP	SNP	.																				
																								
it	is	the	orange	cube	that	is	furthest	to	the	right														
VB	VB	SNP	SNP	SNP	IGN	IGN	REL	REL	REL	REL														
																								
please	get	me	the	orange	cube	closest	to	me																
IGN	VB	VB	SNP	SNP	SNP	PRP	PRP	SNP																
																								
hand	me	the	orange	cube	that	is	in	front	of	me														
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	PRP	SNP														
																								
the	further	cube	between	the	plane	and	the	lemon	.															
REL	REL	SNP	PRP	SNP	SNP	PRP	SNP	SNP	.															
																								
orange	cube	on	the	far	right	close	to	me																
SNP	SNP	REL	REL	REL	REL	PRP	PRP	SNP																
																								
the	cube	behind	and	to	the	left	of	the	lemon	.														
SNP	SNP	PRP	CONJ	PRP	PRP	PRP	PRP	SNP	SNP	.														
																								
it	is	the	orange	cube	nearest	to	me																	
VB	VB	SNP	SNP	SNP	PRP	PRP	SNP																	
																								
orange	cube	nearest	you																					
SNP	SNP	PRP	SNP																					
																								
hand	me	the	orange	cube	that	is	closest	to	my	left	.													
VB	VB	SNP	SNP	SNP	IGN	IGN	REL	REL	REL	REL	.													
																								
orange	cube	to	your	far	right																			
SNP	SNP	REL	REL	REL	REL																			
																								
the	orange	cube	between	the	cords	and	tape	.																
SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP	.																
																								
orange	cube	closest	to	you																				
SNP	SNP	PRP	PRP	SNP																				
																								
pick	an	orange	cube	in	front	of	plane	.																
VB	SNP	SNP	SNP	PRP	PRP	PRP	SNP	.																
																								
please	get	me	the	orange	cube	closest	to	you																
IGN	VB	VB	SNP	SNP	SNP	PRP	PRP	SNP																
																								
take	the	orange	block	between	the	tape	and	cables																
VB	SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP																
																								
it	is	the	orange	cube	nearest	to	you																	
VB	VB	SNP	SNP	SNP	PRP	PRP	SNP																	
																								
bring	me	the	orange	cube	in	front	of	the	airplane															
VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	SNP	SNP															
																								
i	want	the	orange	cube	between	the	av	cables	and	the	syringe	.												
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP	PRP	SNP	SNP	.												
																								
it	is	the	orange	cube	in	the	middle																	
VB	VB	SNP	SNP	SNP	REL	REL	REL																	
																								
the	cube	between	the	wire	and	the	syringe	.																
SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	.																
																								
orange	cube	past	the	wires																				
SNP	SNP	PRP	SNP	SNP																				
																								
hand	me	the	orange	cube	that	is	in	between	syringe	and	black	cord												
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	SNP	PRP	SNP	SNP												
																								
orange	cube	between	the	syringe	and	cords																		
SNP	SNP	PRP	SNP	SNP	PRP	SNP																		
																								
i	want	the	cube	that	is	in	between	the	syringe	and	the	cable	.											
VB	VB	SNP	SNP	IGN	IGN	PRP	PRP	SNP	SNP	PRP	SNP	SNP	.											
																								
please	get	me	the	orange	cube	behind	the	cords																
IGN	VB	VB	SNP	SNP	SNP	PRP	SNP	SNP																
																								
hand	me	the	orange	cube	that	is	to	right	of	syringe														
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	PRP	SNP														
																								
the	cube	to	the	left	of	the	syringe	.																
SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP	.																
																								
it	is	the	orange	cube	closest	to	me	on	the	left														
VB	VB	SNP	SNP	SNP	PRP	PRP	SNP	REL	REL	REL														
																								
orange	cube	near	me	to	the	left	of	the	syringe															
SNP	SNP	PRP	SNP	PRP	PRP	PRP	PRP	SNP	SNP															
																								
pick	the	orange	box	in	between	the	cap	and	blue	box	.													
VB	SNP	SNP	SNP	PRP	PRP	SNP	SNP	PRP	SNP	SNP	.													
																								
please	get	me	the	orange	cube	to	the	left	of	the	syringe													
IGN	VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP													
																								
i	want	the	orange	cube	that	is	to	the	left	of	the	syringe	.											
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	PRP	PRP	SNP	SNP	.											
																								
it	is	the	orange	cube	furthest	to	the	left																
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL																
																								
bring	me	the	orange	cube	near	the	pepper																	
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP																	
																								
take	the	orange	block	next	to	the	green	chili																
VB	SNP	SNP	SNP	PRP	PRP	SNP	SNP	SNP																
																								
pick	the	orange	cube	that	is	to	the	left	of	the	jalapeno	pepper	.											
VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	PRP	PRP	SNP	SNP	SNP	.											
																								
please	get	me	the	orange	cube	to	the	left	of	the	pepper													
IGN	VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP													
																								
i	want	the	orange	cube	that	is	to	the	left	of	the	chili	.											
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	PRP	PRP	SNP	SNP	.											
																								
the	orange	cube	between	the	two	purple	cubes																	
SNP	SNP	SNP	PRP	SNP	SNP	SNP	SNP																	
																								
pick	up	the	orange	cube	furthest	to	your	left																
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL																
																								
it	is	the	orange	cube	between	the	lemon	and	pepper															
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP															
																								
bring	me	the	orange	cube	near	the	lemon	and	the	pepper	.													
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	.													
																								
i	want	the	orange	cube	between	the	chili	and	the	lemon	.													
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	.													
																								
the	cube	between	the	red	pepper	and	the	lemon	.															
SNP	SNP	PRP	SNP	SNP	SNP	PRP	SNP	SNP	.															
																								
hand	me	the	orange	cube	between	the	lime	and	jalapeno	.														
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP	.														
																								
grab	the	orange	cube	between	the	lemon	and	jalapeno																
VB	SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP																
																								
pick	the	orange	cube	that	is	behind	the	jalapeno	pepper	but	in	front	of	the	lemon	.								
VB	SNP	SNP	SNP	IGN	IGN	PRP	SNP	SNP	SNP	CONJ	PRP	PRP	PRP	SNP	SNP	.								
																								
please	get	me	the	orange	cube	behind	the	pepper																
IGN	VB	VB	SNP	SNP	SNP	PRP	SNP	SNP																
																								
please	get	me	the	orange	cube	closest	to	me																
IGN	VB	VB	SNP	SNP	SNP	PRP	PRP	SNP																
																								
orange	cube	between	me	and	lemon																			
SNP	SNP	PRP	SNP	PRP	SNP																			
																								
hand	me	the	orange	cube	that	is	closest	to	my	left	.													
VB	VB	SNP	SNP	SNP	IGN	IGN	REL	REL	REL	REL	.													
																								
pick	up	the	orange	cube	all	the	way	in	the	back	on	your	right	.										
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL	REL	REL	REL	REL	REL	.										
																								
the	cube	behind	and	to	the	left	of	the	lemon	.														
SNP	SNP	PRP	CONJ	PRP	PRP	PRP	PRP	SNP	SNP	.														
																								
hand	me	the	orange	cube	that	is	in	front	of	you														
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	PRP	SNP														
																								
it	is	the	orange	cube	furthest	to	the	right	near	me														
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL	PRP	SNP														
																								
i	want	the	orange	cube	in	front	of	you																
VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	SNP																
																								
hand	me	the	orange	cube	that	is	in	between	jalapeno	and	airplane													
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	SNP	PRP	SNP													
																								
hand	me	the	orange	cube	that	is	closest	to	you	.														
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	SNP	.														
																								
please	get	me	the	orange	cube	closest	to	you																
IGN	VB	VB	SNP	SNP	SNP	PRP	PRP	SNP																
																								
take	the	orange	block	between	the	toy	airplane	and	green	chili	pepper													
VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP	PRP	SNP	SNP	SNP													
																								
bring	me	the	orange	cube	closest	to	you	.																
VB	VB	SNP	SNP	SNP	PRP	PRP	SNP	.																
																								
bring	the	orange	cube	between	the	pepper	and	the	plane	.														
VB	SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	.														
																								
it	is	the	orange	cube	nearest	to	you																	
VB	VB	SNP	SNP	SNP	PRP	PRP	SNP																	
																								
give	me	the	orange	cube	that	is	between	the	plane	and	the	black	tape	.										
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	SNP	SNP	PRP	SNP	SNP	SNP	.										
																								
it	is	the	orange	cube	between	the	yellow	toy	and	black	tape													
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP	PRP	SNP	SNP													
																								
orange	cube	directly	behind	the	plane																			
SNP	SNP	PRP	PRP	SNP	SNP																			
																								
hand	me	the	cube	that	is	the	third	orange	cube	over	from	your	left	.										
VB	VB	SNP	SNP	IGN	IGN	SNP	SNP	SNP	SNP	REL	REL	REL	REL	.										
																								
pick	the	orange	cube	behind	the	aeroplane	to	the	left	.														
VB	SNP	SNP	SNP	PRP		SNP	REL	REL	REL	.														
																								
orange	cube	between	the	toy	and	the	tape	roll																
SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	SNP																
																								
the	cube	between	the	tape	and	the	syringe	.																
SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	.																
																								
the	orange	cube	to	the	left	of	the	robot	behind	the	roll	of	tape	.										
SNP	SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP	PRP	SNP	SNP	SNP	SNP	.										
																								
it	is	the	orange	cube	that	is	nearest	to	me	on	your	left	side											
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	PRP	SNP	REL	REL	REL	REL											
																								
hand	me	the	orange	cube	closest	to	me	on	the	right	.													
VB	VB	SNP	SNP	SNP	PRP	PRP	SNP	REL	REL	REL	.													
																								
pick	the	orange	cube	that	has	the	roll	of	black	tape	in	front	of	it										
VB	SNP	SNP	SNP	IGN	IGN	SNP	SNP	SNP	SNP	SNP	PRP	PRP	PRP	SNP										
																								
i	want	the	orange	cube	behind	the	black	tape	.															
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP	.															
																								
the	cube	behind	the	tape	.																			
SNP	SNP	PRP	SNP	SNP	.																			
																								
please	get	me	the	orange	cube	behind	the	black	masking	tape														
IGN	VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP	SNP														
																								
the	orange	cube	on	the	left	side	of	the	robot	and	its	near	to	two	pin	cable								
SNP	SNP	SNP	PRP	PRP	PRP	PRP	PRP	SNP	SNP	CONJ	IGN	PRP	PRP	SNP	SNP	SNP								
																								
i	want	the	cute	that	is	on	the	left	hand	side	between	the	tape	and	the	cord	.							
VB	VB	SNP	SNP	IGN	IGN	REL	REL	REL	REL	REL	PRP	SNP	SNP	PRP	SNP	SNP	.							
																								
bring	the	orange	cube	between	the	purple	cube	and	cords	.														
VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP	PRP	SNP	.														
																								
please	get	me	the	orange	cube	to	the	left	of	the	cables													
IGN	VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP													
																								
orange	block	furthest	left																					
SNP	SNP	REL	REL																					
																								
i	want	the	orange	cube	to	the	left	of	the	black	tape	and	the	av	cables	.								
VB	VB	SNP	SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP	SNP	CONJ	SNP	SNP	SNP	.								
																								
hand	me	orange	cube	that	is	furthest	on	your	left	.														
VB	VB	SNP	SNP	IGN	IGN	REL	REL	REL	REL	.														
																								
it	is	the	orange	cube	furthest	to	the	left																
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL																
																								
please	get	me	the	orange	cube	that	is	the	right	most														
IGN	VB	VB	SNP	SNP	SNP	IGN	IGN	REL	REL	REL														
																								
i	want	the	orange	cube	that	is	between	the	green	cube	and	purple	cube	on	the	right	.							
VB	VB	SNP	SNP	SNP	IGN	IGN	PRP	SNP	SNP	SNP	PRP	SNP	SNP	REL	REL	REL	.							
																								
it	is	the	orange	cube	furthest	to	the	right																
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL																
																								
the	orange	cube	between	the	green	and	purple	cubes	.															
SNP	SNP	SNP	PRP	SNP	SNP	PRP	SNP	SNP	.															
																								
pick	up	the	orange	cube	behind	the	green	cube	.															
VB	VB	SNP	SNP	SNP	PRP	SNP	SNP	SNP	.															
																								
the	orange	cube	on	the	right	side	between	the	purple	and	red	cube	.											
SNP	SNP	SNP	REL	REL	REL	REL	PRP	SNP	SNP	PRP	SNP	SNP	.											
																								
pick	up	the	orange	cube	furthest	on	your	right																
VB	VB	SNP	SNP	SNP	REL	REL	REL	REL																
																								
the	orange	cube	to	the	left	of	the	red	and	green	cubes													
SNP	SNP	SNP	PRP	PRP	PRP	PRP	SNP	SNP	CONJ	SNP	SNP													
																								
please	get	me	the	orange	cube	closest	to	me																
IGN	VB	VB	SNP	SNP	SNP	PRP	PRP	SNP																
																								
